Model,Scenario,Region_Category,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Africa_Southern,Emissions|CO2,Mt CO2/yr,408.0986736,354.0494598,295.8327704,246.1949767,195.6069009,142.1324453,79.2794317,65.54882599,41.54682769,15.73471487,-12.3617482,-48.7078313,-58.96871991,-62.91990231,-65.02614318,-65.86268069,-67.04371597
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Africa_Western,Emissions|CO2,Mt CO2/yr,1000.434963,869.4515406,721.6516007,586.0246431,450.4433416,316.3898312,172.0739042,159.1264035,135.7322074,91.99324022,22.23972583,-64.43035771,-64.54321228,-50.12190846,-28.02173445,-0.5524984259,27.65777242
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Argentina,Emissions|CO2,Mt CO2/yr,229.8886383,224.5167659,194.9231039,159.6233912,103.8791965,48.63480929,-6.501769772,-30.00958898,-54.06217209,-79.00228704,-78.69278572,-77.2909964,-76.69672603,-76.81567527,-76.9023925,-76.7643493,-76.34247322
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Australia_NZ,Emissions|CO2,Mt CO2/yr,431.9240747,375.1795716,206.5124055,132.5205645,59.5201751,-10.45527052,-80.76569385,-132.8453575,-179.4339967,-232.6036958,-234.1155169,-228.2593333,-229.2927942,-233.0134374,-239.1182355,-245.0355519,-250.2153045
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Brazil,Emissions|CO2,Mt CO2/yr,876.4157403,763.2385357,540.6994702,348.651126,116.87468,-105.6298204,-330.4742855,-441.2872393,-558.1212427,-673.3274978,-668.728428,-655.1562218,-653.0145233,-647.7633581,-641.6198969,-634.2982791,-626.7430394
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Canada,Emissions|CO2,Mt CO2/yr,609.8617455,510.1105514,234.7672047,111.3794402,-3.522664807,-119.652643,-232.6703736,-292.1084262,-345.4365566,-401.5192352,-400.6268882,-394.1032794,-402.8241836,-402.7753332,-400.6462313,-398.1573392,-396.7584548
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Central America and Caribbean,Emissions|CO2,Mt CO2/yr,240.3247895,240.1767656,218.7201698,200.0777354,172.1317159,141.6801315,109.5277095,80.93783522,59.81315373,38.93042042,17.3333535,-1.029808886,-5.411237442,-7.57250401,-9.932471438,-14.273026,-20.54469167
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Central Asia,Emissions|CO2,Mt CO2/yr,569.7995202,547.4048228,405.6020348,363.8186154,319.2808953,270.448035,217.6343239,166.1791219,112.6540541,61.67069146,1.963823773,-66.21118891,-67.95532047,-80.67627475,-92.81968289,-109.2701329,-136.4110368
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|China,Emissions|CO2,Mt CO2/yr,11627.67525,11984.51544,10359.393,8849.255065,7357.135319,5902.744842,4550.52844,3071.80873,1550.338335,669.441016,-228.3064659,-1099.47678,-1074.315298,-1059.607788,-1025.155274,-977.8804463,-925.4596658
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Colombia,Emissions|CO2,Mt CO2/yr,184.9240699,169.5537883,122.0243589,75.7764484,25.3105617,-21.91437751,-67.55152271,-78.32737753,-87.39460301,-96.5095099,-94.73474748,-91.62318031,-91.83763476,-91.50521958,-90.93515397,-90.06075738,-89.25189221
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|EU-12,Emissions|CO2,Mt CO2/yr,575.2515095,483.8646555,319.9571572,228.6790223,134.1696777,53.2826583,-21.43625258,-67.70949484,-113.5281672,-148.0534315,-142.3649615,-127.6815222,-120.7289802,-116.7743341,-118.1676232,-115.9556623,-104.7442994
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|EU-15,Emissions|CO2,Mt CO2/yr,2477.203743,2170.306278,1606.153729,1251.943986,908.1839283,560.9546109,210.6813859,23.26810187,-144.5337239,-311.4414465,-307.3768167,-300.1443504,-309.4248821,-313.7186226,-312.4142415,-313.4244536,-321.1801399
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Europe_Eastern,Emissions|CO2,Mt CO2/yr,277.8839428,239.7270858,179.0618288,148.0050103,123.8533868,103.342675,78.88644661,54.44563063,29.17944042,8.988474301,-8.859018953,-22.31139269,-26.08991534,-28.47920793,-31.79466231,-34.07426115,-36.44114291
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Europe_Non_EU,Emissions|CO2,Mt CO2/yr,471.3227105,459.0949335,363.1114878,319.4004355,275.247092,238.1262326,196.950962,156.6385672,119.7619873,86.66506824,55.82854112,29.32728909,28.85476777,28.96732676,28.91082557,30.17732255,30.94590294
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|European Free Trade Association,Emissions|CO2,Mt CO2/yr,62.01807569,63.41699554,60.37604283,58.35564496,57.05527531,59.73154173,62.5338262,55.7762495,50.82897677,45.99870564,34.24633809,20.02480984,21.2337006,16.86498532,14.97736517,13.70385517,13.70506661
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|India,Emissions|CO2,Mt CO2/yr,2653.225742,2975.82336,2400.819104,2121.315414,1841.809324,1562.304906,1282.799773,992.4998666,702.1994593,480.0001663,257.7999864,35.50004021,35.50037231,35.50102106,35.49861389,35.50142788,35.49834702
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Indonesia,Emissions|CO2,Mt CO2/yr,1460.34312,1313.002637,1019.349123,709.8712299,416.0641126,135.1397958,-92.23142115,-140.0310196,-176.0100921,-206.2899501,-241.3846566,-268.0308692,-271.3902585,-279.7043643,-285.4697345,-287.6643786,-288.4756764
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Japan,Emissions|CO2,Mt CO2/yr,1055.849189,941.9547076,695.1529747,577.120841,455.039356,335.7773504,215.1102419,146.3387508,76.39813524,2.513843561,-1.046945083,-8.525172228,-4.330305361,-0.3766754158,2.611078171,4.888432361,7.012884541
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Mexico,Emissions|CO2,Mt CO2/yr,518.937043,517.808889,442.4771397,396.2357469,344.2372843,287.3757478,211.7946947,153.8168543,107.9987947,74.32707398,38.56949308,9.245308465,4.224708243,2.042564067,-1.425388464,-6.598203994,-13.94321555
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Middle East,Emissions|CO2,Mt CO2/yr,2065.445416,2033.415917,1856.209094,1715.497283,1550.468505,1368.423475,1176.032128,999.6436602,809.6655584,600.2041379,409.6687193,182.6612223,184.3613102,192.562808,199.815662,204.755398,208.5287853
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Pakistan,Emissions|CO2,Mt CO2/yr,209.7331966,204.3413718,191.8875883,182.1137029,168.9294421,153.5545813,140.9590426,126.3554388,108.1843511,81.20568145,50.38944419,22.20326728,31.66802812,40.81585262,51.45738959,60.07460525,71.08778685
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Russia,Emissions|CO2,Mt CO2/yr,1353.870572,1233.238223,802.1570872,648.2648288,569.7386843,526.918934,487.3008707,364.1251552,222.8479736,76.25053896,-46.9895403,-156.3113469,-162.4950242,-167.2477173,-182.6984813,-199.3890623,-213.6888261
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South Africa,Emissions|CO2,Mt CO2/yr,493.5420104,433.352193,318.5606006,244.1991936,172.0903544,107.3310121,35.18330817,3.652180101,-27.66920035,-59.45533379,-58.97333697,-57.49219712,-57.38128043,-57.06886643,-56.25097193,-55.48874308,-54.68710687
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South America_Northern,Emissions|CO2,Mt CO2/yr,168.5169962,141.6854278,95.50848361,64.53388752,38.67945571,16.15790271,-7.700173431,-13.21465959,-18.87189585,-24.45243255,-28.9144932,-32.21505286,-31.6996547,-31.05783412,-30.46954063,-30.56838558,-31.47036543
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South America_Southern,Emissions|CO2,Mt CO2/yr,399.7973196,369.3394874,287.3767475,228.3675012,169.6120847,110.6923238,44.85386916,18.58112974,-2.65514725,-21.04368167,-40.96343641,-55.76882634,-60.24097782,-64.84159923,-69.45132747,-74.08258155,-78.38769883
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South Asia,Emissions|CO2,Mt CO2/yr,197.3505446,202.7893936,184.1550399,174.8471011,161.2127105,146.0867661,126.452615,110.7308109,92.71335241,72.31195922,50.48599356,26.41372282,36.56357064,46.14606431,55.32876202,63.54535287,71.72963107
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South Korea,Emissions|CO2,Mt CO2/yr,611.4995511,611.5480345,412.8243898,356.893602,297.6783548,241.6425753,183.8620641,118.0515444,52.48256851,-17.08609225,-16.72631148,-16.70126164,-16.89948175,-15.51291829,-13.49011602,-11.04897086,-9.157641602
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Southeast Asia,Emissions|CO2,Mt CO2/yr,1717.743605,1697.217223,1409.817276,1219.489892,987.3638771,734.5732984,500.8866933,321.5795898,159.7841869,21.50137216,-82.15806571,-173.7516913,-175.9696096,-185.1402251,-201.066161,-216.3651247,-227.6774006
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Taiwan,Emissions|CO2,Mt CO2/yr,292.1711812,261.0175617,198.2876435,155.3929519,113.6224637,76.90114036,49.18827883,29.80824559,14.01633087,3.136316485,-2.060410638,-5.578536958,-4.453612309,-4.245605014,-4.278833283,-3.946150083,-3.606877237
GCAM 6.0 NGFS,Below 2?C,GCAM 6.0 NGFS,GCAM 6.0 NGFS|USA,Emissions|CO2,Mt CO2/yr,4677.415303,4028.801021,2661.714858,2000.315988,1347.767065,729.8685738,117.9711638,-229.9934673,-526.0178547,-821.8325643,-806.6417289,-762.5415772,-806.1459704,-833.8727937,-856.4150237,-869.8192559,-879.7126871
GCAM 6.0 NGFS,Current Policies,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Africa_Eastern,Emissions|CO2,Mt CO2/yr,209.1556162,220.7639785,235.4852157,265.0079688,306.3963486,355.7956807,415.9429222,488.1202736,570.2250133,661.5481813,757.6315158,861.0299472,967.5285436,1077.973009,1188.269064,1301.08112,1437.277603
GCAM 6.0 NGFS,Current Policies,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Africa_Northern,Emissions|CO2,Mt CO2/yr,577.7075023,602.9827996,632.6187041,716.9117379,817.4050994,917.0233504,1020.59026,1135.601919,1245.397049,1323.385337,1399.999586,1469.556804,1537.659162,1602.438101,1666.990099,1718.952493,1745.527277
GCAM 6.0 NGFS,Current Policies,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Africa_Southern,Emissions|CO2,Mt CO2/yr,408.0986772,395.6658808,390.8265055,403.7118006,426.9417843,461.8595205,513.0625729,579.3647593,660.1513664,748.3321288,846.9323121,948.8785885,1051.042665,1131.360472,1188.357334,1230.6998,1179.901194
GCAM 6.0 NGFS,Current Policies,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Africa_Western,Emissions|CO2,Mt CO2/yr,1000.434957,985.3102665,973.7618914,998.0637258,1046.505618,1118.600142,1224.511769,1368.477058,1552.749355,1777.882028,2037.29511,2336.123239,2667.075507,3001.118374,3338.519362,3708.683443,4017.491094
GCAM 6.0 NGFS,Current Policies,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Argentina,Emissions|CO2,Mt CO2/yr,229.8885195,232.7984176,236.0577704,239.7486797,243.4308228,248.2848188,254.6500826,266.2436503,277.0857315,285.2596232,293.5960061,302.3254596,312.0415761,321.8967529,330.27896,335.6373237,334.2254821
GCAM 6.0 NGFS,Current Policies,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Australia_NZ,Emissions|CO2,Mt CO2/yr,431.9240711,397.4258654,343.3791173,334.1761084,328.1131851,321.1367593,311.9538464,305.4417604,300.6251335,295.5597729,290.8498112,285.4139208,281.5277443,277.5241116,275.0573271,273.6296332,262.836549
GCAM 6.0 NGFS,Current Policies,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Brazil,Emissions|CO2,Mt CO2/yr,876.415752,842.7674977,799.7602767,774.9425592,752.6271245,749.4725144,742.3664211,741.8669912,716.3549664,658.4944105,585.0573306,510.9641202,432.7540851,349.6216882,266.3633752,237.9811496,206.7610089
